is_post,publish_date,author,url,post_title,comment_count
1,"Thursday, August 14, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/08/how-you-should-prepare-for-career.html,How you should prepare for a career outside of academia: 7 lucky tips for a smoother transition,0
1,"Tuesday, August 12, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/08/some-changes-to-phd-talk.html,Some changes to PhD Talk,2
1,"Thursday, August 7, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/08/phd-talk-for-academictransfer.html,PhD Talk for AcademicTransfer: Navigating Responsibilities as an young Faculty Member,0
1,"Sunday, August 3, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/08/an-example-outline-diagram-for.html,An example outline diagram for structuring your dissertation,0
1,"Thursday, July 31, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/07/practical-application-of-transverse.html,Practical Application of Transverse Load Redistribution in Reinforced Concrete Solid Slab Bridges,0
1,"Tuesday, July 29, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/07/recommendations-for-shear-assessment-of.html,Recommendations for the Shear Assessment of Reinforced Concrete Solid Slab Bridges,0
1,"Sunday, July 27, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/07/writers-lab-10-tips-for-more-productive.html,Writers' Lab: 10 Tips for more productive academic writing,2
1,"Thursday, July 24, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/07/being-smart-is-not-enough-four-factors.html,Being smart is not enough - Four factors necessary for success,1
1,"Tuesday, July 22, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/07/on-moving-across-continents.html,On moving across continents,0
1,"Sunday, July 20, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/07/playing-in-creative-sandbox.html,Playing in the Creative Sandbox,0
1,"Thursday, July 17, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/07/replacing-blockify-by-ezblocker.html,Replacing Blockify by EZBlocker,0
1,"Tuesday, July 15, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/07/on-waking-up-early.html,On waking up early,0
1,"Sunday, July 13, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/07/storify-on-gender-in-academia.html,Storify on Gender in Academia,0
1,"Thursday, July 10, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/07/asking-questions-at-conferences.html,Asking questions at conferences,2
1,"Tuesday, July 8, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/07/writers-lab-varying-sentence-length-for.html,Writer's Lab: Varying sentence length for better writing,6
1,"Sunday, July 6, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/07/silver-linings-gratitude.html,Silver Linings: Gratitude,5
1,"Thursday, July 3, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/07/phd-talk-for-academictransfer-how-to.html,PhD Talk for AcademicTransfer: How to develop the outline for your dissertation,4
1,"Tuesday, July 1, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/07/lecture-on-impostor-syndrome.html,Lecture on the Impostor Syndrome,1
1,"Sunday, June 29, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/06/what-i-learned-from-planning-my.html,What I learned from planning my academic life to the minute,5
1,"Tuesday, June 24, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/06/how-i-tamed-my-smartphone.html,How I tamed my smartphone,5
1,"Sunday, June 22, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/06/where-are-all-women-in-science.html,Where are all the women in science?,8
1,"Thursday, June 19, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/06/long-overdue-update-on-veganchallenge.html,Long overdue update on the VeganChallenge,2
1,"Tuesday, June 17, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/06/scrambling-yourself-together-and-making.html,Scrambling yourself together and making big changes in your research,2
1,"Sunday, June 15, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/06/digging-for-gold-in-literature-review.html,Digging for gold in the literature review,2
1,"Thursday, June 12, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/06/a-nomads-life-on-working-in-two.html,A nomad's life: on working in two continents,0
1,"Tuesday, June 10, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/06/the-gre-as-preparation-for-graduate.html,The GRE as preparation for graduate school,1
1,"Sunday, June 8, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/06/back-in-netherlands.html,Back in the Netherlands,0
1,"Thursday, June 5, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/06/phd-talk-for-academictransfer-how-to.html,PhD Talk for AcademicTransfer: How to know when to change course in your research,2
1,"Tuesday, June 3, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/06/software-review-tuneup.html,Software review: TuneUp,6
1,"Sunday, June 1, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/06/managing-email-in-academia.html,Managing email in academia,5
1,"Thursday, May 29, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/05/accomodating-different-learning-styles.html,Accommodating different learning styles in (traditional) lectures,5
1,"Tuesday, May 27, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/05/5-great-apps-for-grad-students.html,5 Great Apps for Grad Students,3
1,"Sunday, May 25, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/05/twitter-in-academia-results-from-116.html,Twitter in Academia: Results from 116 Marine Scientists,0
1,"Thursday, May 22, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/05/the-routines-of-highly-creative-people.html,The routines of highly creative people,0
1,"Tuesday, May 20, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/05/ten-things-i-miss-about-europe.html,Ten things I miss about Europe,0
1,"Sunday, May 18, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/05/ten-things-i-enjoy-about-ecuador.html,Ten things I enjoy about Ecuador,0
1,"Thursday, May 15, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/05/what-should-you-do-after-your-phd.html,What should you do after your PhD?,0
1,"Tuesday, May 13, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/05/writers-lab-how-i-wrote-draft-paper-in.html,Writer's Lab: How I Wrote a Draft Paper in 8 hours,3
1,"Sunday, May 11, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/05/on-dealing-with-absent-supervisor.html,On dealing with an absent supervisor,2
1,"Thursday, May 8, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/05/organizing-your-literature-review.html,Organizing your literature review,2
1,"Tuesday, May 6, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/05/writers-lab-30-ways-to-tackle-writers.html,Writer's Lab: 30 Ways to Tackle Writer's Block,0
1,"Sunday, May 4, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/05/why-consuming-sugar-is-bad-idea.html,Why consuming sugar is a bad idea,0
1,"Thursday, May 1, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/05/ten-tips-for-surviving-your-phd-defense.html,Ten Tips for Surviving your PhD Defense,1
1,"Tuesday, April 29, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/04/writers-lab-five-steps-to-completing.html,Writers' Lab: Five Steps to Completing your First Draft - the Academic Writing Edition,0
1,"Sunday, April 27, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/04/is-university-expensive.html,Is university expensive?,0
1,"Thursday, April 24, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/04/how-much-time-does-it-take-to-write.html,How much time does it take to write a paper?,0
1,"Tuesday, April 22, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/04/apprenticeship-in-co-authoring-papers.html,Apprenticeship in co-authoring papers,0
1,"Sunday, April 20, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/04/when-exercise-takes-backseat.html,When exercise takes the backseat,4
1,"Thursday, April 17, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/04/how-to-present-your-proposal.html,How to present your proposal,0
1,"Tuesday, April 15, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/04/the-second-life-of-dissertation.html,The second life of the dissertation,2
1,"Sunday, April 13, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/04/the-balance-between-planning-and-room.html,The balance between planning and room for spontaneity,2
1,"Thursday, April 10, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/04/tips-for-productive-planning-and-using.html,Tips for Productive Planning and Using Lists,0
1,"Tuesday, April 8, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/04/passing-peak-moment-of-semester.html,Passing the Peak Moment of the Semester,0
1,"Sunday, April 6, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/04/when-procrastination-makes-your.html,When Procrastination makes your Motivation sink,1
1,"Thursday, April 3, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/04/one-week-until-best-way-to-successful.html,One Week until The Best Way to a Successful PhD!,0
1,"Tuesday, April 1, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/04/elected-as-committee-member.html,Elected as a committee member,2
1,"Sunday, March 30, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/03/dardos-award.html,Dardos award,2
1,"Thursday, March 27, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/03/graduate-school-per-field.html,Graduate School per field,0
1,"Tuesday, March 25, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/03/silver-linings-hydrate-yourself.html,Silver Linings: Hydrate yourself!,0
1,"Sunday, March 23, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/03/the-best-way-to-successful-phd.html,The Best Way to a Successful PhD,0
1,"Thursday, March 20, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/03/phd-talk-for-academictransfer-academic.html,PhD Talk for AcademicTransfer: Academic Culture and the PhD Experience,0
1,"Tuesday, March 18, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/03/writers-lab-how-writing-assignment.html,Writers' Lab: How the writing assignment contributes greater knowledge to PhD students,10
1,"Sunday, March 16, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/03/top-3-tips-for-literature-review-success.html,Top 3 tips for literature review success,6
1,"Thursday, March 13, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/03/my-phd-schedule.html,My PhD schedule,7
1,"Tuesday, March 11, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/03/adjunct-positions-in-academia.html,Adjunct positions in academia,2
1,"Sunday, March 9, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/03/workloads-in-academia.html,Workloads in academia,0
1,"Thursday, March 6, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/03/phd-talk-for-academictransfer-how-to.html,PhD Talk for AcademicTransfer: How to manage a research project,2
1,"Tuesday, March 4, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/03/inbox-zero-getting-your-mailbox-under.html,Inbox Zero: Getting your mailbox under control,2
1,"Sunday, March 2, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/03/why-are-there-so-few-women-tenured.html,Why are there so few women tenured professors?,2
1,"Thursday, February 27, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/02/juggling-tasks-as-young-faculty-member.html,Juggling tasks as a young faculty member,0
1,"Tuesday, February 25, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/02/the-first-semester-of-teaching-and-my.html,"The first semester of teaching, and my current struggles",3
1,"Sunday, February 23, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/02/stop-breath-and-think-app.html,"Stop, Breathe and Think app",0
1,"Thursday, February 20, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/02/phd-talk-for-academictransfer.html,PhD Talk for AcademicTransfer: Explaining the Value of your Science to Friends and Family,0
1,"Tuesday, February 18, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/02/motivation-for-prestigious-academic.html,Motivation for Prestigious Academic Achievement,0
1,"Sunday, February 16, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/02/discussion-of-shear-in-one-way-slabs.html,Discussion of Shear in One-Way Slabs under Concentrated Load Close to Support,0
1,"Thursday, February 13, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/02/staying-healthy-in-graduate-school.html,Staying Healthy in Graduate School,0
1,"Tuesday, February 11, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/02/doctoral-degrees-facts-and-figures.html,Doctoral degrees: facts and figures,3
1,"Sunday, February 9, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/02/learning-from-my-research-experience.html,Learning from my Research Experience,1
1,"Thursday, February 6, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/02/phd-talk-for-academictransfer-selecting.html,PhD Talk for AcademicTransfer: Selecting a PhD program and supervisor,0
1,"Tuesday, February 4, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/02/effective-width-in-shear-of-reinforced.html,Effective Width in Shear of Reinforced Concrete Solid Slab Bridges under Wheel Loads,0
1,"Sunday, February 2, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/02/life-after-graduate-school-what-happens.html,Life After Graduate School: What happens next?,1
1,"Thursday, January 30, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/01/happy-phd-thinking-positively-in-ocean.html,Happy PhD: Thinking Positively in an Ocean of Criticism,0
1,"Tuesday, January 28, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/01/happy-phd-optimizing-your-workday-for.html,Happy PhD: Optimizing your Workday for Writing,4
1,"Sunday, January 26, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/01/happy-phd-using-your-physiology-to-your.html,Happy PhD: Using your Physiology to your Advantage,3
1,"Thursday, January 23, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/01/phd-talk-for-academictransfer.html,PhD Talk for AcademicTransfer: Leveraging your Job Seeking Position by Highlighting your Academic Skills,1
1,"Tuesday, January 21, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/01/time-management-in-academia-balancing.html,Time management in Academia: Balancing teaching and research,6
1,"Sunday, January 19, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/01/managing-research-process.html,Managing the research process,2
1,"Thursday, January 16, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/01/eurocode-design-sheets-for-structural.html,Eurocode design sheets for structural engineers,4
1,"Tuesday, January 14, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/01/an-expat-scholars-view-from-gulf.html,An Expat Scholar&#8217;s View from the Gulf,10
1,"Sunday, January 12, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/01/silver-linings-binaural-beats-for-study.html,Silver Linings: Binaural Beats for Study and Writing,11
1,"Thursday, January 9, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/01/phd-talk-for-academictransfer-getting.html,PhD Talk for AcademicTransfer: Getting Started with Working in a Research Lab,2
1,"Tuesday, January 7, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/01/writers-lab-on-where-phd-research-gets.html,Writers' Lab: On where PhD Research gets published,0
1,"Sunday, January 5, 2014",eva lantsoght,http://phdtalk.blogspot.com/2014/01/setting-goals-for-2014.html,Setting goals for 2014,0
1,"Sunday, December 22, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/12/holidays-at-phd-talk.html,Holidays at PhD Talk,0
1,"Thursday, December 19, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/12/phd-talk-for-academictransfer-curious.html,PhD Talk for AcademicTransfer: The Curious Case of the Academic Nomads,0
1,"Tuesday, December 17, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/12/how-successful-women-balance-work-and.html,How Successful Women Balance Work and Life,5
1,"Sunday, December 15, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/12/silver-linings-fruits-of-ecuador.html,Silver Linings: the Fruits of Ecuador,0
1,"Thursday, December 12, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/12/phd-talk-for-academictransfer.html,PhD Talk for AcademicTransfer: Cultivating the Art of Writing,0
1,"Tuesday, December 10, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/12/paper-in-structural-engineering.html,Paper in Structural Engineering International,1
1,"Sunday, December 8, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/12/four-tips-that-will-get-you-noticed.html,Four Tips That Will Get You Noticed During a Job Interview,2
1,"Thursday, December 5, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/12/project-tweetprop-feynman-and.html,Project #tweetprop: Feynman and uncertainty,0
1,"Tuesday, December 3, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/12/scheduling-class-preparation-time.html,Scheduling class preparation time,1
1,"Sunday, December 1, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/12/the-future-of-phd-talk.html,The future of PhD Talk,0
1,"Thursday, November 28, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/11/phd-talk-for-academic-transfer-how-to.html,PhD Talk for AcademicTransfer: How to Plan your Career in Science,0
1,"Tuesday, November 26, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/11/finding-employment-outside-of-academia.html,Finding employment outside of academia,0
1,"Sunday, November 24, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/11/preparing-for-life-after-phd-re-train.html,Preparing for life after the PhD: re-train your brain,6
1,"Thursday, November 21, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/11/writing-abstract-before-finishing.html,Writing an abstract before finishing the research,3
1,"Tuesday, November 19, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/11/project-tweetprop-shear-capacity-at.html,Project #tweetprop: Shear capacity at the continuous support,0
1,"Sunday, November 17, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/11/project-tweetprop-there-is-still-life.html,"Project #tweetprop: There is still life in ""dead"" slabs",0
1,"Thursday, November 14, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/11/phd-talk-for-academictransfer-finding.html,PhD Talk for AcademicTransfer: Finding Housing in the Netherlands when Coming from Abroad,1
1,"Tuesday, November 12, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/11/introducing-phd-talk-for.html,Introducing PhD Talk for AcademicTransfer,0
1,"Sunday, November 10, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/11/project-tweetprop-modified-bond-model.html,Project #tweetprop: the Modified Bond Model,0
1,"Thursday, November 7, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/11/project-tweetprop-on-slabs-versus-beams.html,Project #tweetprop: On Slabs versus Beams,0
1,"Tuesday, November 5, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/11/writers-lab-introducing-project.html,Writers' Lab: Introducing Project #tweetprop,0
1,"Sunday, November 3, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/11/the-first-20-hours-how-to-learn-anything.html,The First 20 Hours - How to Learn Anything,1
1,"Thursday, October 31, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/10/applying-experimental-results-to-shear.html,Applying Experimental Results to the Shear Assessment Method for Solid Slab Bridges,0
1,"Tuesday, October 29, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/10/writers-lab-7-most-common-resume.html,Writers' Lab: 7 Most Common Resume Writing Mistakes to Avoid,2
1,"Sunday, October 27, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/10/silver-linings-little-book-of.html,Silver Linings: Little Book of Contentment,3
1,"Thursday, October 24, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/10/what-to-do-when-your-planning-fails.html,What to do when your planning fails,0
1,"Tuesday, October 22, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/10/writers-lab-why-writing-is-not-like.html,Writer's Lab: Why writing is (not) like sculpting,0
1,"Sunday, October 20, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/10/what-can-success-of-malcolm-gladwell.html,What can the success of Malcolm Gladwell teach us about gaps in science outreach and communication?,0
1,"Thursday, October 17, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/10/lecture-at-vrije-universiteit-brussel.html,Lecture at Vrije Universiteit Brussel,0
1,"Tuesday, October 15, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/10/introducing-universidad-san-francisco.html,Introducing Universidad San Francisco de Quito,4
1,"Sunday, October 13, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/10/comparing-traveling-by-public-transport.html,Comparing traveling by public transport to traveling by car from Belgium to the Netherlands,1
1,"Thursday, October 10, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/10/keeping-your-spreadsheets-under-control.html,Keeping your Spreadsheets under Control,0
1,"Tuesday, October 8, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/10/writers-lab-5-lessons-from-3-years-of.html,Writers' Lab: 5 Lessons from 3 years of blogging,2
1,"Sunday, October 6, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/10/literature-review-bootcamp-course.html,Literature Review Bootcamp Course,10
1,"Thursday, October 3, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/10/planning-for-success-update-on-my-time.html,Planning for Success - an update on my time management system,5
1,"Tuesday, October 1, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/10/writers-lab-turning-your-dissertation.html,Writers' Lab: Turning your dissertation into journal papers,8
1,"Sunday, September 29, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/09/silver-linings-creating-nurturing.html,Silver Linings: Creating Nurturing Morning Routines,8
1,"Thursday, September 26, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/09/the-essential-conference-clothes.html,The Essential Conference Clothes,7
1,"Tuesday, September 24, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/09/writers-lab-goscholargo.html,Writer's Lab: #GoScholarGo,0
1,"Sunday, September 22, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/09/silver-linings-bikram-yoga.html,Silver Linings: Bikram Yoga,0
1,"Thursday, September 19, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/09/20-tips-for-surviving-your-phd.html,20 Tips for Surviving your PhD,22
1,"Tuesday, September 17, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/09/writers-lab-improving-narrative-in.html,Writers' Lab: Improving narrative in multidisciplinary projects through blogging,0
1,"Sunday, September 15, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/09/silver-linings-ecuador-adventure.html,Silver Linings: the Ecuador adventure,4
1,"Thursday, September 12, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/09/peak-shear-stress-distribution-in.html,Peak shear stress distribution in finite element models of concrete slabs,0
1,"Tuesday, September 10, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/09/writers-lab-healing-through-writing.html,Writers' Lab: Healing through writing,1
1,"Sunday, September 8, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/09/silver-linings-resources-for-yoga-on-go.html,Silver Linings: Resources for yoga on the go,0
1,"Thursday, September 5, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/09/five-platforms-to-increase-visibility.html,Five platforms to increase the visibility of your research,0
1,"Tuesday, September 3, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/09/writers-lab-six-lessons-we-can-learn.html,Writer's Lab: Six lessons we can learn from a family of writers,0
1,"Sunday, September 1, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/09/silver-linings-on-becoming-totally.html,Silver Linings: On becoming totally unmoved by stressful situations,2
1,"Thursday, August 29, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/08/post-defense-reality-check-what-should.html,Post-defense reality check: What should you do after defending your PhD,5
1,"Tuesday, August 27, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/08/writers-lab-experimenting-with-expertise.html,Writers' Lab: Experimenting with Expertise,1
1,"Sunday, August 25, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/08/silver-linings-for-love-of-reading-and.html,"Silver Linings: For the love of reading, and my Kindle",6
1,"Thursday, August 22, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/08/getting-job-after-phd.html,"Getting a job, after the PhD",11
1,"Tuesday, August 20, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/08/writers-lab-setting-up-and-maintaining.html,Writers' Lab: Setting Up and Maintaining your Google Scholar Profile,5
1,"Sunday, August 18, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/08/phd-opportunities-in-structural.html,PhD Opportunities in Structural Mechanics: University of Cape Town,0
1,"Thursday, August 15, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/08/how-to-prepare-for-phd-defense.html,How to Prepare for the PhD Defense,0
1,"Tuesday, August 13, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/08/writers-lab-editing-your-writing.html,"Writer's Lab: Editing your writing, paperless-style",6
1,"Sunday, August 11, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/08/silver-linings-conferences-and-flying.html,"Silver Linings: Conferences, and Flying around the world",2
1,"Thursday, August 8, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/08/the-defense-my-experience.html,The Defense - my experience,0
1,"Tuesday, August 6, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/08/writers-lab-how-to-write-your.html,"Writers' Lab: How to write your Conclusions, Part II: Doctoral Dissertation",5
1,"Sunday, August 4, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/08/silver-linings-discover-your-major.html,Silver Linings: Discover your Major Strengths,0
1,"Thursday, August 1, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/08/phd-talk-post-phd.html,"PhD Talk, post PhD",3
1,"Tuesday, July 30, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/07/writers-lab-how-to-write-your.html,"Writers' Lab: How to write your Conclusions, Part I: Journal or Conference Paper",0
1,"Sunday, July 28, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/07/silver-linings-hormones-and-your-health.html,Silver Linings: Hormones and your health,0
1,"Thursday, July 25, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/07/on-road-to-defense-part-ii.html,"On the road to the defense, part II",4
1,"Tuesday, July 23, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/07/writers-lab-drastic-revision-strategy.html,Writers' Lab: A drastic revision strategy for improving your paper's story and organization,1
1,"Sunday, July 21, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/07/presentation-of-my-phd-defense.html,"Presentation of my PhD Defense, ""Lekenpraatje""",0
1,"Thursday, July 18, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/07/quick-scan-method-presentation-at.html,Quick Scan Method - Presentation at the International Bridge Conference,0
1,"Tuesday, July 16, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/07/writers-lab-constructing-effective.html,Writer's Lab: Constructing effective outlines using assertive language,6
1,"Sunday, July 14, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/07/prolonging-service-life-of-existing.html,Prolonging the service life of existing reinforced concrete slab bridges,0
1,"Thursday, July 11, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/07/celebrate-milestones-in-graduate-school.html,Celebrate Milestones in Graduate School,0
1,"Tuesday, July 9, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/07/writers-lab-quick-tip-for-proofreading.html,Writers' Lab: A Quick Tip for Proofreading,6
1,"Sunday, July 7, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/07/silver-linings-creativity-and-meditation.html,Silver Linings: Creativity and Meditation,0
1,"Thursday, July 4, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/07/presentation-from-aci-fall-convention.html,Presentation from ACI Fall Convention 2011,0
1,"Tuesday, July 2, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/07/writers-lab-final-months-of-dissertation.html,Writers' Lab: The final months of the dissertation,0
1,"Sunday, June 30, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/06/iabse-presentation-on-slabs-subjected.html,IABSE presentation on slabs subjected to a combination of loads,0
1,"Thursday, June 27, 2013",eva lantsoght,http://phdtalk.blogspot.com/2013/06/presentation-on-shear-assessment-of.html,Presentation on Shear Assessment of Solid Slab Bridges,0
